city,country,latitude,longitude,year,month,pm25_ugm3,no2_ugm3,data_quality,measurement_method,data_source
Lagos,Nigeria,6.5244,3.3792,2019,9,59.17,32.74,Good,Federal Reference Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2019,11,58.16,23.79,Good,Federal Reference Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2019,12,92.26,43.79,Poor,Federal Reference Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2020,1,51.44,23.96,Good,Federal Reference Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2020,2,77.84,26.48,Good,Federal Reference Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2020,3,71.59,29.93,Good,Federal Reference Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2020,4,95.33,58.82,Good,Federal Reference Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2020,5,88.46,32.68,Moderate,Federal Reference Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2020,6,118.65,61.92,Good,Federal Reference Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2020,7,71.16,57.76,Poor,Federal Reference Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2020,8,92.38,65.11,Good,Federal Reference Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2020,9,77.85,48.51,Moderate,Federal Reference Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2021,1,60.09,53.86,Good,Federal Reference Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2021,4,116.8,47.61,Poor,Federal Reference Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2021,6,73.49,74.23,Good,Federal Reference Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2021,8,90.09,52.62,Good,Federal Reference Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2021,9,63.21,55.27,Good,Federal Reference Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2021,11,64.94,53.85,Moderate,Federal Reference Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2021,12,80.63,50.53,Good,Federal Reference Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2022,1,67.69,38.81,Good,Federal Reference Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2022,2,109.85,49.36,Good,Federal Reference Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2022,3,136.52,32.99,Good,Federal Reference Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2022,4,93.68,38.85,Good,Federal Reference Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2022,5,126.13,55.83,Moderate,Federal Reference Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2022,6,82.3,37.53,Good,Federal Reference Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2022,7,58.23,75.07,Good,Federal Reference Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2022,8,91.32,70.74,Poor,Federal Reference Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2023,1,75.15,50.27,Good,Federal Reference Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2023,2,121.95,39.41,Good,Federal Reference Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2023,3,93.17,42.68,Moderate,Federal Reference Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2023,4,103.35,62.07,Good,Federal Reference Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2023,5,53.71,58.51,Good,Federal Reference Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2023,6,85.7,61.26,Poor,Federal Reference Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2023,8,50.56,63.03,Moderate,Federal Reference Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2023,9,64.41,60.57,Good,Federal Reference Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2023,11,64.02,42.97,Good,Federal Reference Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2024,1,89.84,28.97,Good,Federal Reference Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2024,2,100.41,32.37,Good,Federal Reference Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2024,3,106.42,44.79,Good,Federal Reference Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2024,4,96.46,37.45,Good,Federal Reference Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2024,5,94.31,26.03,Moderate,Federal Reference Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2024,6,82.03,71.08,Moderate,Federal Reference Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2024,7,63.16,51.17,Good,Federal Reference Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2024,8,53.99,66.42,Good,Federal Reference Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2024,10,52.77,50.09,Good,Federal Reference Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2024,12,57.48,37.07,Good,Federal Reference Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2025,1,89.98,27.56,Good,Federal Reference Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2025,2,58.23,39.17,Good,Federal Reference Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2025,3,92.01,23.91,Good,Federal Reference Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2025,4,73.85,49.17,Good,Federal Reference Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2025,5,63.02,71.16,Good,Federal Reference Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2025,6,94.52,73.85,Good,Federal Reference Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2025,7,97.99,31.67,Good,Federal Reference Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2025,8,54.42,24.15,Good,Federal Reference Method,WHO_Database
